Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
36561,12.69,229.1,1.14698609,0.149724192,0.199486859,96.45454545
36562,10.71,224,1.146535962,0.128851541,0.210876401,96.46666667
36563,12.76,225.1,1.146624469,0.178683386,0.192639367,100.8242424
36564,13.84,229.8,1.145768943,0.119219653,0.144211034,96.05454545
36565,12.6,228,1.14583326,0.134920635,0.183677325,100.4666667
36566,12.93,231.4,1.145549963,0.107501933,0.256475523,99.75151515
36567,13.4,231.4,1.146191021,0.104477612,0.245108422,97.48484848
36568,12.49,233.7,1.146691747,0.084867894,0.198938073,92.13333333
36569,11.17,232.9,1.147641934,0.114592659,0.247993718,94.52727273
36570,11.66,232.1,1.148224314,0.150085763,0.207518785,98.82424242
36571,11.24,232,1.148909588,0.148576512,0.159751723,92.35757576
36572,9.62,232.6,1.149200875,0.111226611,0.167810195,75.01818182
36573,9.39,231.3,1.149596944,0.1171459,0.215967872,70.06666667
36574,8.74,230.1,1.14965168,0.110983982,0.210435473,65.78787879
36575,9.41,229.2,1.14972665,0.125398512,0.281480903,67.18787879
36576,9.5,229.1,1.15049244,0.172631579,0.142419845,66.06666667
36577,8.07,227.5,1.150520959,0.152416357,0.244145272,77.6
36578,10.68,230.8,1.150125555,0.137640449,0.232182,89.16363636
36579,10.88,231.4,1.150816921,0.108455882,0.200708618,88.24848485
36580,10.08,233.5,1.151297693,0.112103175,0.259145551,79.25454545
36581,9.08,228.9,1.151223578,0.0969163,0.272966218,63.90909091
36582,8.34,223,1.150604648,0.129496403,0.286733481,54.37575758
36583,9,223.8,1.150579731,0.125555556,0.234029945,74.21212121
36584,9.92,226.7,1.15020078,0.121975806,0.261063504,82.05454545
36585,10.46,229.4,1.150471409,0.09751434,0.27546934,83.94545455
36586,10.06,229.9,1.150131768,0.089463221,0.262175284,82.52121212
36587,10.23,230.7,1.15036555,0.129032258,0.2093187,87.55151515
36588,9.73,234.5,1.150338116,0.122302158,0.271633287,81.00606061
36589,9.95,234.5,1.150755586,0.130653266,0.227837496,81.18181818
36590,9.69,234.2,1.150960805,0.107327141,0.301521435,74.64242424
36591,8.23,227.3,1.151746458,0.117861482,0.343754006,57.50909091
36592,8.57,225.7,1.151707021,0.127187865,0.266813012,69.33333333
36593,9.29,226.3,1.151912504,0.133476857,0.312716031,69.79393939
36594,8.5,224.8,1.151956566,0.130588235,0.350257627,62.05454545
36595,8.48,226.5,1.152256632,0.150943396,0.263916356,57.35151515
36596,9.34,225.4,1.15205106,0.133832976,0.383205824,67.12121212
36597,8.25,223.6,1.152414524,0.126060606,0.214669453,60.30909091
36598,8.29,223.8,1.152560524,0.107358263,0.231352151,61.85454545
36599,8.5,225.3,1.152390656,0.116470588,0.368691177,63.77575758
36600,8.25,224.7,1.15155394,0.124848485,0.352298261,61.55757576
36601,8.17,222.2,1.151367775,0.130966952,0.274575035,61.44848485
36602,8.87,217.5,1.151228305,0.093573844,0.349092063,54.56969697
36603,8.6,218.3,1.151567524,0.097674419,0.318853513,54.04848485
36604,9.23,222.8,1.151232965,0.122426869,0.230556559,70.01212121
36605,8.67,224,1.151264082,0.130334487,0.316086931,64.10909091
36606,8.22,222.8,1.151290546,0.116788321,0.251512915,58.82424242
36607,8.64,224.4,1.151265667,0.127314815,0.279044721,60.73939394
36608,7.89,224.4,1.151115266,0.100126743,0.307489384,59.1030303
36609,7.97,222.9,1.151030724,0.112923463,0.256751336,55.1030303
36610,8.8,221.8,1.150855412,0.110227273,0.285094954,59.16363636
36611,9.14,222.3,1.150716957,0.106126915,0.241061727,67.47878788
36612,9.58,227,1.151272477,0.146137787,0.206379421,72.67272727
36613,9.46,228.6,1.151753269,0.11205074,0.227257103,70.82424242
36614,9.44,226.7,1.151768865,0.105932203,0.364870843,71.44848485
36615,9.52,224.3,1.151728411,0.113445378,0.267463954,70.56363636
36616,8.72,229.5,1.152717116,0.127293578,0.219360859,60.07272727
36617,8.94,233.4,1.153116387,0.148769575,0.241219293,53.35757576
36618,9.29,231.9,1.153306036,0.117330463,0.271808244,55.92121212
36619,9.98,229.5,1.153959204,0.119238477,0.205038808,81.82424242
36620,10.58,234.8,1.154399089,0.123818526,0.260311444,86.8969697
36621,9.77,237.6,1.155674131,0.138178096,0.232262354,72.01818182
36622,9.3,232.4,1.15606741,0.121505376,0.295921643,75.55151515
36623,9.35,232.7,1.156107191,0.131550802,0.256580698,82.02424242
36624,10.91,238.4,1.156480674,0.169569203,0.229284449,93.0969697
36625,10.36,238,1.157381222,0.104247104,0.176185817,76.16969697
36626,8.91,232,1.1584429,0.109988777,0.24485914,58.04242424
36627,8.4,226.1,1.158422782,0.164285714,0.320913134,48.90909091
36628,8.06,223.4,1.159014207,0.1191067,0.294243026,60.7030303
36629,8.46,222.6,1.160070867,0.105200946,0.330620383,62
36630,8.78,224.6,1.160571908,0.099088838,0.323510644,67.73939394
36631,9.01,226.9,1.160732313,0.162042175,0.311799754,76.2969697
36632,9.96,229.1,1.160740304,0.108433735,0.328693928,70.86060606
36633,9.48,231.6,1.160672127,0.109704641,0.305996051,74.93333333
36634,9.73,235.2,1.160884725,0.140801644,0.361126222,83.54545455
36635,10.73,237,1.160299262,0.121155638,0.378228387,82.06666667
36636,10.71,237.6,1.160042712,0.122315593,0.335157038,86.22424242
36637,10.69,237.9,1.159486021,0.102899906,0.338252291,81.09090909
36638,10.2,236.8,1.159382111,0.101960784,0.35076761,76.96363636
36639,9.95,236.4,1.159294201,0.106532663,0.329049996,76.31515152
36640,10.15,236.6,1.159374417,0.131034483,0.286933522,74.69090909
36641,10.92,238.4,1.159078462,0.108058608,0.366262894,88.0969697
36642,10.81,239.4,1.1591025,0.091581869,0.33181299,82.1030303
36643,10.18,240.7,1.159270563,0.121807466,0.372057574,80.18787879
36644,10.3,239.7,1.159146642,0.098058252,0.364800844,78.29090909
36645,10.82,242.7,1.159014667,0.100739372,0.281988612,77.63030303
36646,9.92,244.3,1.159755022,0.105846774,0.296603944,78.46060606
36647,9.41,243.6,1.160379783,0.111583422,0.311151691,75.56363636
36648,9.66,242.4,1.160600233,0.114906832,0.350466674,72.84242424
36649,9.84,242.7,1.161165663,0.116869919,0.372707869,67.47878788
36650,9.78,239.5,1.161041318,0.105316973,0.383280954,64.63636364
36651,9.76,238.9,1.160432049,0.101434426,0.333319326,72.16363636
36652,9.64,238,1.160231872,0.108921162,0.295287659,72.28484848
36653,9.83,237.5,1.160195907,0.114954222,0.351839318,67.72121212
36654,9.37,238.6,1.161005311,0.107790822,0.348338485,70.63030303
36655,9.9,240.6,1.160865033,0.094949495,0.391556753,69.67878788
36656,9.25,239.6,1.16010813,0.108108108,0.314168611,64.1030303
36657,9.32,239.4,1.159580341,0.120171674,0.306157636,60.43030303
36658,9.35,241,1.159041203,0.102673797,0.310562214,67.52121212
36659,10.34,240.8,1.158777884,0.097678917,0.276441354,76.22424242
36660,9.84,241.3,1.158929725,0.105691057,0.240560763,75.86060606
36661,9.46,242.5,1.159093588,0.10782241,0.317498691,62.15151515
36662,8.94,242,1.159169527,0.102908277,0.257899447,71.68484848
36663,9.09,243.5,1.159273409,0.112211221,0.253391351,67.97575758
36664,9.13,243.9,1.159297415,0.092004381,0.265884866,65.0969697
36665,9.27,247.9,1.159025731,0.098166127,0.184793054,61.34545455
36666,9.63,246.1,1.159029655,0.109034268,0.248686491,54.6
36667,9.81,248.8,1.159189389,0.132517839,0.276959737,60.44848485
36668,10.66,249.2,1.158997575,0.08630394,0.157569486,74.96363636
36669,9.69,246.2,1.158694147,0.131062951,0.17893971,71.58787879
36670,9.76,244.4,1.158295203,0.098360656,0.224945147,67.43030303
36671,9.22,242.4,1.157367087,0.095444685,0.172779882,49.7030303
36672,8.99,239.1,1.157156495,0.122358176,0.161382185,63.33333333
36673,9.92,239,1.157829877,0.101814516,0.169784129,71.73333333
36674,10.42,241.5,1.158288323,0.100767754,0.212345438,74.96969697
36675,10.65,244.1,1.158910605,0.108920188,0.182490972,83.96969697
36676,9.16,240.2,1.158487969,0.137554585,0.192390671,85.63636364
36677,9.57,240.7,1.157691017,0.133751306,0.119193296,89.09090909
36678,9.68,247,1.158041739,0.107438017,0.171682591,80.22424242
36679,9.56,247.2,1.157448283,0.119246862,0.181475134,53.2969697
36680,8.98,240.7,1.157110276,0.151447661,0.132497947,74.01818182
36681,10.06,242,1.157671292,0.124254473,0.184058044,76.48484848
36682,11,248.5,1.157197125,0.110909091,0.234029945,81.04848485
36683,10.98,253.7,1.157053814,0.119307832,0.122682159,78.02424242
36684,9.03,245.9,1.156963164,0.147286822,0.100639186,49.32727273
36685,9.24,245.5,1.15653404,0.116883117,0.11089974,64.53333333
36686,9.73,247.5,1.157218056,0.156217883,0.153575188,70.49090909
36687,9.47,246.7,1.156892216,0.088701162,0.208892966,47.93333333
36688,9.25,247.6,1.155701342,0.153513514,0.115830804,47.33939394
36689,8.65,242.1,1.154327218,0.123699422,0.143183717,57.54545455
36690,9.13,242.1,1.153913001,0.162102957,0.079249612,73.44242424
36691,10.6,254.8,1.157283422,0.081132075,0.248044061,73.2
36692,9.67,255.1,1.155883963,0.12409514,0.113088094,57.56969697
36693,11.81,245.9,1.153728693,0.087214225,0.202696272,85.44848485
36694,10.31,240.2,1.155024857,0.100872939,0.146948546,77.06666667
36695,10.37,244.2,1.157824588,0.117647059,0.239510642,50.57575758
36696,11.62,251.9,1.154318308,0.092943201,0.210368149,69.01818182
36697,9.6,245.9,1.153446179,0.140625,0.185712789,72.24848485
36698,10.06,241.2,1.154047293,0.097415507,0.225215528,74.15151515
36699,11.49,241,1.154687899,0.122715405,0.212866051,94.01212121
36700,11.01,233.4,1.157975392,0.101725704,0.169738028,97.10909091
36701,10.28,239.6,1.157334358,0.139105058,0.213002653,90.64848485
36702,11.44,246,1.157115826,0.103146853,0.169395413,88.83030303
36703,10.58,249.7,1.157064095,0.103969754,0.236830992,72.33939394
36704,11.21,257.3,1.155226119,0.126672614,0.153815247,91.4969697
36705,10.66,260.8,1.154419011,0.15478424,0.168782181,64.12727273
36706,11,248.8,1.158167385,0.082727273,0.256580698,81.8
36707,9.52,238.7,1.159794081,0.118697479,0.29127725,78.36969697
36708,9.98,251.3,1.158010999,0.117234469,0.261901447,75.66666667
36709,10.15,255,1.157222738,0.085714286,0.289425087,53.76363636
36710,9.12,255.3,1.156031286,0.103070175,0.299389185,49.08484848
36711,11.48,268.3,1.155987793,0.270034843,0.193975987,62.92121212
36712,12.29,273.2,1.162147444,0.121236778,0.301515026,98.45454545
36713,10.13,269.8,1.162027238,0.093780849,0.437224845,75.5030303
36714,9.54,270.6,1.160281651,0.104821803,0.317322653,66.31515152
36715,9.28,272.8,1.159614442,0.099137931,0.293870122,59.29090909
36716,10.06,271.8,1.158641015,0.151093439,0.237467242,68.02424242
36717,11.02,271.6,1.158445924,0.096188748,0.283397677,75.4
36718,10.8,269.3,1.157920399,0.133333333,0.257000471,72.76363636
36719,10.8,266.2,1.157650289,0.09537037,0.257000471,74.27878788
36720,9.12,268.1,1.157567243,0.128289474,0.29382219,88.27272727
36721,10.29,269.8,1.157694308,0.144800777,0.312387045,79.09090909
36722,9.8,274.9,1.158044705,0.12755102,0.269570384,58.67272727
36723,11.33,275.8,1.158299149,0.138570168,0.203096407,73.07878788
36724,10.28,271.4,1.158674123,0.131322957,0.248965069,83.25454545
36725,10.9,267.8,1.158785854,0.100917431,0.224991356,80.56363636
36726,11.4,273.3,1.160214128,0.090350877,0.212485352,80.85454545
36727,10.74,276.1,1.160265982,0.111731844,0.305485323,74.38787879
36728,9.93,275.9,1.160477829,0.095669688,0.291178133,69.17575758
36729,9.35,271.7,1.160262016,0.090909091,0.278016136,63.04848485
36730,9.86,271.1,1.160026257,0.103448276,0.324454693,70.44242424
36731,9.93,268.9,1.159335783,0.119838872,0.321993379,71.23636364
36732,9.72,269,1.159196274,0.104938272,0.26162322,67
36733,9.38,271.2,1.159244012,0.089552239,0.274388092,57.92121212
36734,9.65,272.7,1.159056588,0.087046632,0.34278779,64.33333333
36735,9.75,271,1.159288234,0.095384615,0.389992767,66.62424242
36736,9.55,269.3,1.159328317,0.112041885,0.36030795,65.16969697
36737,9.12,266.8,1.15941633,0.109649123,0.313368024,48.26666667
36738,8.12,266.9,1.159727755,0.096059113,0.301298338,50.51515152
36739,8.38,266.3,1.159723812,0.089498807,0.294333134,47.61212121
36740,8.2,262.5,1.159943353,0.092682927,0.38019577,43.16363636
36741,8.14,262.7,1.15995534,0.071253071,0.309897738,40.75151515
36742,8.81,261.8,1.160003158,0.086265607,0.293364687,40.72121212
36743,8.74,260.9,1.159843515,0.114416476,0.339864124,41.38787879
36744,7.91,262.2,1.159951389,0.094816688,0.29059466,34.38787879
36745,7.9,264.3,1.160458445,0.116455696,0.278203589,41.59393939
36746,8.21,269.9,1.160850014,0.102314251,0.27927907,46.29090909
36747,7.72,271.5,1.161137894,0.137305699,0.314763488,43.04848485
36748,7.9,276.7,1.161361884,0.112658228,0.284586439,28.64242424
36749,7.41,278.8,1.161657966,0.110661269,0.297889006,13.40606061
36750,6.68,283.5,1.161918206,0.079341317,0.391717009,5.957575758
36751,7.12,283.8,1.161926258,0.116573034,0.296603944,10
36752,7,279.4,1.162126429,0.097142857,0.360991932,11.26060606
36753,7.22,279.1,1.162082343,0.106648199,0.292213292,16.61818182
36754,6.78,276,1.162202509,0.092920354,0.37374766,15.58181818
36755,6.23,272.9,1.162591229,0.102728732,0.325827704,11.39393939
36756,5.4,263.1,1.162775625,0.064814815,0.257000471,10.38787879
36757,5.64,257.9,1.162607292,0.062056738,0.312413477,8.224242424
36758,6.21,258.6,1.162867842,0.070853462,0.368790537,8.163636364
36759,6.72,258.7,1.162719459,0.083333333,0.397059291,13.53333333
36760,6.75,259,1.16286801,0.087407407,0.352298261,15.58787879
36761,6.74,260.6,1.162723668,0.077151335,0.329806805,15.27878788
36762,7.02,259.2,1.162872072,0.0997151,0.333982389,17.86060606
36763,7.28,259.4,1.162952475,0.074175824,0.353108868,22.38181818
36764,7.59,258.3,1.162896447,0.072463768,0.347775905,24.93333333
36765,8,254.7,1.162920659,0.11,0.370813157,24.52727273
36766,9.47,260.2,1.162447461,0.088701162,0.245264797,39.4
36767,8.08,259.6,1.163093199,0.111386139,0.302896384,33.43636364
36768,7.88,263,1.163257842,0.069796954,0.390368412,30.64242424
36769,7.95,262,1.163285968,0.080503145,0.321086084,34.81818182
36770,7.48,263.8,1.163880337,0.10026738,0.342899106,32.67272727
36771,7.69,267.1,1.164073395,0.087126138,0.273207236,34.76363636
36772,6.94,272.9,1.164322907,0.131123919,0.334416953,24.28484848
36773,6.87,278.3,1.164375493,0.155749636,0.2823313,18.72121212
36774,6.97,267.2,1.165232596,0.1276901,0.278016136,32.44242424
36775,8.49,269.6,1.165801521,0.093050648,0.329361045,44.55151515
36776,8.51,275.3,1.165708814,0.079905993,0.346758625,38.35757576
36777,7.52,279.2,1.166115882,0.114361702,0.296603944,22.73939394
36778,6.36,281.7,1.16695963,0.089622642,0.282677691,7.333333333
36779,6.27,268.5,1.167226254,0.07814992,0.394375573,15.67878788
36780,6.34,263.3,1.16712912,0.066246057,0.327853895,15.05454545
36781,6.97,269.4,1.167051909,0.180774749,0.340280577,26.06060606
36782,7.57,272,1.167948702,0.121532365,0.271180074,35.18787879
36783,8.7,272.8,1.168742204,0.070114943,0.323759581,42.86666667
36784,8.07,275.8,1.169849343,0.085501859,0.331878032,31.31515152
36785,7.58,274.6,1.170556331,0.10817942,0.355138885,30.6
36786,8.01,274.5,1.170943098,0.108614232,0.370309392,38.53333333
36787,8.54,277.2,1.171007978,0.091334895,0.372957977,33.83636364
36788,8.41,278.2,1.171067462,0.087990488,0.417160887,25.06060606
36789,7.65,280.1,1.171408393,0.098039216,0.351617842,13.76363636
36790,6.89,281.5,1.171422761,0.094339623,0.307221919,10.89090909
36791,7.24,282.8,1.171373302,0.111878453,0.280881447,10.6969697
36792,7.41,283.6,1.171274414,0.085020243,0.301319478,10.50909091
36793,6.75,282.8,1.171159096,0.128888889,0.221269458,11.34545455
36794,7.34,283.2,1.170903106,0.085831063,0.256333675,10.82424242
36795,6.83,281.2,1.170260018,0.125915081,0.232946154,13.29090909
36796,6.71,279.9,1.170558718,0.101341282,0.248421219,8.472727273
36797,7.66,280.6,1.170460126,0.100522193,0.274346117,15.71515152
36798,6.86,278.7,1.170409891,0.120991254,0.282770205,14.41212121
36799,6.9,279.4,1.170371754,0.14057971,0.184510026,16.39393939
36800,6.67,278,1.171439657,0.091454273,0.268711149,15.20606061
36801,7.77,284.5,1.172436899,0.093951094,0.289672151,14.33939394
36802,6.85,281.1,1.172384086,0.103649635,0.423865694,9.921212121
36803,6.59,278.5,1.170334578,0.128983308,0.245670261,14.70909091
36804,7.16,277.1,1.170462102,0.101955307,0.184265766,15.81212121
36805,7.15,279.8,1.170424926,0.08951049,0.228858278,19.95757576
36806,6.57,285.2,1.170648535,0.086757991,0.292261362,3.218181818
36807,6.08,291.4,1.169975525,0.113486842,0.222692982,11.40606061
36808,5.69,294.7,1.169331685,0.086115993,0.282705575,11.23636364
36809,5.69,284,1.16868774,0.135325132,0.191498566,6.406060606
36810,7.04,286.7,1.16884096,0.150568182,0.22563209,19.63636364
36811,7.3,279.9,1.168952945,0.082191781,0.327242085,13.76969697
36812,6.09,281.5,1.168277023,0.105090312,0.131472101,6.090909091
36813,7.03,278.5,1.166695216,0.207681366,0.136834551,7.666666667
36814,7.89,279,1.167065728,0.112801014,0.097842011,26.6969697
36815,8.22,281.7,1.167186672,0.116788321,0.174193219,20.66060606
36816,8.14,285.2,1.166960456,0.061425061,0.13210447,17.79393939
36817,6.91,281.7,1.166766247,0.133140376,0.078519989,14.34545455
36818,8.23,279.8,1.167571759,0.115431349,0.165233776,17.58787879
36819,7.56,277.9,1.168899159,0.126984127,0.136314549,22.01212121
36820,7.62,270.6,1.169172751,0.083989501,0.194862856,27.63030303
36821,7.23,270.7,1.168957787,0.092669433,0.205876236,20.84848485
36822,6.51,276,1.168468781,0.122887865,0.15544357,16.36969697
36823,5.82,269.6,1.168521198,0.202749141,0.105513612,16.73939394
36824,7.09,262,1.16822657,0.111424542,0.112450695,31.08484848
36825,7.19,264.8,1.166497298,0.098748261,0.146858909,33.34545455
36826,8.45,255.1,1.167023635,0.072189349,0.146687056,49.58181818
36827,6.79,260,1.167582763,0.151693667,0.138344526,36.16969697
36828,7.58,261,1.166358809,0.10817942,0.142183059,28.66666667
36829,7.85,255.1,1.166197458,0.085350318,0.1461863,41.41818182
36830,6.76,261.8,1.165963662,0.201183432,0.100829567,35.2
36831,8,261.5,1.166353042,0.105,0.164183737,39.16363636
36832,6.62,267.3,1.166509683,0.132930514,0.156366893,25.01212121
36833,6.62,259.9,1.165445292,0.114803625,0.145592919,26.09090909
36834,6.56,267.7,1.165111471,0.115853659,0.103976707,37.40606061
36835,6.95,269.9,1.164293769,0.158273381,0.128278383,34.90909091
36836,8.72,276.3,1.163845743,0.137614679,0.141996768,22.2
36837,7.14,269.9,1.163649721,0.091036415,0.161263108,19.42424242
36838,6.74,269.6,1.162282998,0.091988131,0.104587476,16.34545455
36839,5.73,280.9,1.16032192,0.127399651,0.027302557,11.27272727
36840,6.94,288.4,1.159952083,0.162824207,0.159201016,9.23030303
36841,7.36,283.6,1.159371974,0.206521739,0.17251808,19.58181818
36842,8.8,283.3,1.159415612,0.070454545,0.220051107,39.26060606
36843,7.76,288.9,1.159312495,0.101804124,0.144882047,21.28484848
36844,7.67,292.8,1.160127161,0.09517601,0.146639461,29.53939394
36845,7.4,289,1.1597335,0.098648649,0.168308285,27.18181818
36846,7.07,294.3,1.158859728,0.13437058,0.132698495,23.74545455
36847,7.22,292.6,1.158772575,0.121883657,0.146228157,27.61818182
36848,6.62,294,1.159034558,0.132930514,0.14917844,19.98787879
36849,6.83,287.1,1.158804469,0.118594436,0.137508703,20.84242424
